ID,문장,유형,극성,시제,확실성,label
TRAIN_02211,혹시 두 사람의 감정에 오해가 생기거나 균열이 생겨서 그런 건 아닐까 하는 생각이 들었을 것입니다,추론형,긍정,과거,불확실,추론형-긍정-과거-불확실
TRAIN_07447,하지만 예상치 못한 규정 때문에 마음이 썩고 있어요,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_14701,이 경우 투자한 금액의 최대 5의 세액공제를 받을 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_07091,키보드 방향키로 아바타를 이동시킬 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04279,나는 당신이 당신의 건강을 위해 그것을 끝까지 읽었기를 바랍니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_14993,주셔서 완성하시고 카드 팩을 추가로 받으실 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_15271,심각한 인력 부족이 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04686,영화가 이렇게 희귀하다는 게 좀 이상해요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_11641,20192020 그린 피날레의 마지막 시즌을 기억하고 계실 것입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_15387,축소되었더라도 특별 연장근로가 될 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_01979,조작을 위해 속임수가 적용될 수 있기 때문입니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_05519,증빙서류를 가지고 먼저 신청하는 방법도 있을 것입니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_10767,약물의 가용성은 약물에 따라 다를 수 있습니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_11588,현재도 유사한 서비스를 이용하실 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_11237,이를 채우기 위해서는 미국산 대두 수출품 전량을 수입해야 합니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_02672,우바 홍차는 우유와 부드럽게 어우러지는 풍부한 맛과 향이 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_14842,마치 과외를 받기 위해 학교 수업을 그만두는 것 같아요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_11800,어떻게 하면 세상을 잊고 실천에 전념할 수 있을까,추론형,미정,현재,불확실,추론형-미정-현재-불확실
TRAIN_16089,의상에 따라 다르게 변화하는 캐릭터의 모습을 볼 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04926,마스크를 판매하려는 이유가 궁금할 수 있습니다,추론형,미정,현재,불확실,추론형-미정-현재-불확실
TRAIN_01642,어쩌면 이렇게 깔끔하게 자랄 수 있을지도 몰라요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_01975,항공기 동원에 가장 적합한 모델이기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_06073,오리지널 오디션을 계승하는 다양한 패션 아이템도 특징이 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05307,여기에서 찾을 수 있으며 역사 속의 순교자를 확인할 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_05637,앞에 뭐가 나타날지 모르기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05123,월별 결제 또는 수수료 할인을 받으실 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_05690,빠르면 2024년 이후가 될 것으로 예상됩니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_14741,당신은 시조 정당에 더 관심이 있을 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_15847,스트리밍이 되어 있어서 2층에서 예식을 볼 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_00337,내부에 완공되면 단기 충격으로 끝날 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_07727,서비스를 활성화하면 새로운 소비시장을 개척할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_14274,4개의 사운드 메이킹 비디오도 시청할 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_11089,나는 복잡한 연기를 할 수 있는 배우가 되어야 했어요,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_07407,혼합된 실제 화면은 때때로 관객이 이야기에 몰입할 수 있도록 도와줍니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_16424,연간 수입의 1배인 1억 6천만 원까지 받으실 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_01240,왜냐하면 그것은 화려함과 성능을 가지고 있기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04092,최대 3개까지 제출하고 싶은 분야를 여러 개 선택할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_08874,그 과정에서 저희가 양국 관계를 증진시키는 역할을 할 것 같습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_10541,우리는 그들의 상황에 따라 다른 경로를 선택할 것입니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_03442,바이러스가 하나만 있으면 시스템이 흔들릴 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_00693,30분 후에 먹는 게 맛있어요 왜냐하면 있어요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_12536,안전하게 운영하기 위해서는 신뢰할 수 있는 암호화 기술이 필요합니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_15831,가장 큰 이유는 센서의 전문성이 부족하기 때문입니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_11642,비난과 할 수 없는 고통의 시간을 견디고 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_13890,76×74×9mm로 한 손에 쥘 수 있을 정도로 작습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_05782,대화 다양한 퀘스트 수행 콘텐츠를 즐길 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_02266,시그니처 티에 시리얼 성분을 블렌딩하여 즐길 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_02603,화물이 없어도 빠르게 화물을 적재하고 내릴 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_10192,약 17분 정도면 서울 수서까지 갈 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_03913,여행자들이 행복이 그리울 것 같아서 카메라로 보는 것은 친근해요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_10569,좋아요 OOO로 콘텐츠의 반응을 볼 수 있습니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_10173,또한 학생들에게 양질의 교육 기회를 제공할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_07272,가스를 다양한 힘으로부터 안전하게 유지할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_12138,물론 미스 샷의 원인은 두려울 것입니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_00264,당신의 주장이 맞는 것 같습니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_13007,라일락 얘기하면서 김릴락 씨 빼놓을 수 없어요,추론형,부정,현재,확실,추론형-부정-현재-확실
TRAIN_11694,혹은 매장에서 캐릭터 상품권을 획득하고 교환할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_02301,긴밀한 세력을 늘리고 대중의 공감대를 넓힐 수 있는 좋은 기회입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_07751,이는 심각한 경우 사망으로 이어질 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_09781,객관적인 조언을 받을 수 있는 흔치 않은 기회입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_03657,실내 방향제 등 집들이 선물을 확인할 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_02932,다른 은행의 금융자산을 일괄 조회할 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_01497,필요한 모든 정보를 실시간으로 직관적으로 확인할 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_07548,전문화되어 이전보다 빠른 속도로 캐릭터를 육성할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_06092,그 뒤에 있는 부모님을 부양해야 할 나를 모르는 사람들 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04702,먼저 확인을 해야 치료를 받을 수 있는 것과 같습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04765,나는 마리에게 그 물건에 앉아야 한다고 말한 것을 기억해요,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_03678,왜냐하면 그것은 발 디딤돌로 좋은 발판이 되기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09745,도약할 수 있는 강력한 무기가 될 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_12324,왜냐하면 우리가 예방해야 한다는 것은 의심의 여지가 없기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_04131,문을 닫은 소상공인을 한 명이라도 모셔야 할 것 같습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_07457,왜 이렇게 열심히 대답하려고 하는 거야 뼈를 때리는 거야,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_14450,에어컨이 완벽한 사계절 가전제품이 되었다고 말할 수 있습니까,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_00460,눈이 있으면 자연스럽게 참신함이 묻어나옵니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_07744,2층 연회장 중에서 선택하실 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_10454,치아 표면이 마모되거나 잇몸이 다칠 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_15836,새로운 걸 보여줘야 한다는 게 아니야,추론형,부정,현재,확실,추론형-부정-현재-확실
TRAIN_10598,줄일 수 있다면 말이 된다고 생각합니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_16257,혜택은 차치하고 대학입시 편지에 쓸 수 없습니다,추론형,부정,현재,확실,추론형-부정-현재-확실
TRAIN_11565,스탈린의 죽음이라는 유머 코드에 쉽게 적응할 수 있을 것입니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_11638,필요한 워크시트 작성 방법과 상담 기법을 배울 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_06604,계약 해석을 놓고 분쟁이 시작되는 것 같습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_15032,각 교실 칠판에 따로 기록을 해야 하기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_06647,새롭지만 볼 수 없는 것입니다,추론형,부정,현재,확실,추론형-부정-현재-확실
TRAIN_08039,만약 그렇지 않았다면 연습의 길이 매우 어려웠을 것입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_14299,이건 내가 할 수 있도록 개선되어야 해요,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_03826,익사자를 구할 수 있는 이탄이 가능합니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_07153,최대 10 저렴한 보험료로 가입할 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_08577,그리고 체중 조절에 상당한 영향을 미칠 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_16201,건강하면서도 깊은 달콤한 맛을 강화하기 위해 소금 알펜살츠를 사용했습니다,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_14650,우리는 스테레오 시스템을 연결하고 구축하여 우리의 실망감을 달래줄 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_13113,그 장면을 통해 감독은 많은 이야기를 할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_05359,수익성까지 챙길 수 있어 시도해 볼 만해 보입니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_01109,세례교실 친구와 우리 친구들은 비슷해 보일 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_14320,궁정과 국민은 오랫동안 평화를 위해 길들여져 있었습니다,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_14816,디자인 컨셉의 차이를 포착할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_08082,왜냐하면 저희가 따로 지불해야 하는 상황에 직면할 수 있기 때문입니다,추론형,긍정,현재,불확실,추론형-긍정-현재-불확실
TRAIN_12091,나는 너무 많은 음식을 생산하고 있었기 때문에 침묵을 잃고 나무를 잃었습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_08092,우리 공군의 작전 능력을 크게 향상시킬 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_11119,그렇게 하면 프로 골퍼처럼 홀에 멋지게 붙일 수 있습니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_11091,생활이 이렇게 좋은 이유는 흔들림이 없기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_07796,우리가 할 수 있는 일이 없다는 것을 알아야 합니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_14982,당신은 당신이 계약을 어기지 않았다고 주장할 수 있습니다,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_00048,원칙과 기준을 아는 것이 큰 도움이 될 것입니다,추론형,긍정,미래,확실,추론형-긍정-미래-확실
TRAIN_01233,산업과 지역의 경제를 활성화하는 데 사용할 수 있습니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_16031,그 이유는 제가 안전자산에 지나치게 집착하기 때문입니다,추론형,긍정,현재,확실,추론형-긍정-현재-확실
